Tipologia Programma - Codice;Progetto - Codice;Progetto - Titolo;Articolazione I livello - Codice;Articolazione III livello;Articolazione IV livello;CI - Campo Intervento - Descrizione;FF - Forma di Finanziamento - Descrizione;TT - Tipo di Territorio - Descrizione;AE - Attività Economica - Descrizione;RA - Risultato Atteso - Descrizione;RA - Obiettivo tematico - Descrizione;Provincia - Descrizione;Stato Attuazione Progetto;Costo Ammesso;Importo Impegni ammessi;Importo Pagamenti ammessi
IGJ;FESR-3-3.1.1-030654C;MANTOBIT S.P.A.;M-3;3c;OS3.1;"Investimenti produttivi generici nelle piccole e medie imprese (""PMI"")";Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Edilizia;Rilancio della propensione agli investimenti del sistema produttivo;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;SAVONA;In Esecuzione;54000;54000;54000
IGJ;FESR-3-3.1.1-030655D;ORSINI SIMONE;M-3;3c;OS3.1;"Investimenti produttivi generici nelle piccole e medie imprese (""PMI"")";Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Altri servizi non specificati;Rilancio della propensione agli investimenti del sistema produttivo;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;LA SPEZIA;In Esecuzione;11806,67;11806,67;0
IGJ;FESR-3-3.1.1-030656D;DE LEO GIUSEPPE & C. SOCIETA' IN NOME COLLETTIVO                 LA SOCIETA' POTRA' QUALIFICARSI NEI CONFRONTI DEI TERZI USANDO LA SIGLA         DE LEO GIUSEPPE & C. S.N.C.;M-3;3c;OS3.1;"Investimenti produttivi generici nelle piccole e medie imprese (""PMI"")";Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Commercio all'ingrosso e al dettaglio;Rilancio della propensione agli investimenti del sistema produttivo;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;GENOVA;In Esecuzione;10275;10275;0
IGJ;FESR-3-3.1.1-030659D;IMPRESA EDILE CARAMELLO VALENTINO S.N.C. DI CARAMELLO MAURIZIO EDALBERTO;M-3;3c;OS3.1;"Investimenti produttivi generici nelle piccole e medie imprese (""PMI"")";Sovvenzione a fondo perduto;Piccole aree urbane (mediamente popolate > 5 000 abitanti);Edilizia;Rilancio della propensione agli investimenti del sistema produttivo;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;SAVONA;Concluso;38250;38250;38250
IGJ;FESR-3-3.1.1-030660D;ELISA SOCIETA' SPORTIVA DILETTANTISTICA A RESPONSABILITA'  LIMITATA;M-3;3c;OS3.1;"Investimenti produttivi generici nelle piccole e medie imprese (""PMI"")";Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Altri servizi non specificati;Rilancio della propensione agli investimenti del sistema produttivo;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;GENOVA;Concluso;71319,98;71319,98;71319,98
IGJ;FESR-3-3.1.1-030661C;PRETI 1851 S.R.L.;M-3;3c;OS3.1;"Investimenti produttivi generici nelle piccole e medie imprese (""PMI"")";Sovvenzione a fondo perduto;Piccole aree urbane (mediamente popolate > 5 000 abitanti);Industrie alimentari e delle bevande;Rilancio della propensione agli investimenti del sistema produttivo;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;GENOVA;Concluso;28812,94;28812,94;28812,94
IGJ;FESR-3-3.1.1-030663D;F.B. STEEL SRL;M-3;3c;OS3.1;"Investimenti produttivi generici nelle piccole e medie imprese (""PMI"")";Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Altri servizi non specificati;Rilancio della propensione agli investimenti del sistema produttivo;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;GENOVA;Concluso;10665,4;10665,4;10665,4
IGJ;FESR-3-3.1.1-030664D;F.I.L. FABBRICA ITALIANA LAMIERE S.R.L.;M-3;3c;OS3.1;"Investimenti produttivi generici nelle piccole e medie imprese (""PMI"")";Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Altre industrie manifatturiere non specificate;Rilancio della propensione agli investimenti del sistema produttivo;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;GENOVA;Concluso;93165,61;93165,61;93165,61
IGJ;FESR-3-3.1.1-030665D;F.LLI PASTORINO S.R.L.;M-3;3c;OS3.1;"Investimenti produttivi generici nelle piccole e medie imprese (""PMI"")";Sovvenzione a fondo perduto;Piccole aree urbane (mediamente popolate > 5 000 abitanti);Industria estrattiva (compresa l'estrazione di materiali per la produzione di energia);Rilancio della propensione agli investimenti del sistema produttivo;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;SAVONA;Concluso;122394,96;122394,96;122394,96
IGJ;FESR-3-3.1.1-030666D;BAR GIARDINO DEL GLICINE DI ANIELLO DE LISI;M-3;3c;OS3.1;"Investimenti produttivi generici nelle piccole e medie imprese (""PMI"")";Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Altri servizi non specificati;Rilancio della propensione agli investimenti del sistema produttivo;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;LA SPEZIA;Concluso;8115;8115;8115
IGJ;FESR-3-3.1.1-030667D;PREMIATA FARMACIA PIEMONTESE S.N.C. DI PANSOLIN ROBERTO E PESCE  FRANCESCA;M-3;3c;OS3.1;"Investimenti produttivi generici nelle piccole e medie imprese (""PMI"")";Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Commercio all'ingrosso e al dettaglio;Rilancio della propensione agli investimenti del sistema produttivo;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;SAVONA;Concluso;48422,61;48422,61;48422,61
IGJ;FESR-3-3.1.1-030668D;H24 DI PAGLINI SARA;M-3;3c;OS3.1;"Investimenti produttivi generici nelle piccole e medie imprese (""PMI"")";Sovvenzione a fondo perduto;Piccole aree urbane (mediamente popolate > 5 000 abitanti);Commercio all'ingrosso e al dettaglio;Rilancio della propensione agli investimenti del sistema produttivo;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;LA SPEZIA;Concluso;16134;16134;16134
IGJ;FESR-3-3.1.1-030669C;BENFANTE SPA (GIA' GE.TD S.R.L.);M-3;3c;OS3.1;"Investimenti produttivi generici nelle piccole e medie imprese (""PMI"")";Sovvenzione a fondo perduto;Piccole aree urbane (mediamente popolate > 5 000 abitanti);Trasporti e stoccaggio;Rilancio della propensione agli investimenti del sistema produttivo;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;GENOVA;Concluso;73393,5;73393,5;73393,5
IGJ;FESR-3-3.1.1-030670D;OSTERIA DEL SANTI DI MARCO GHIGLINO;M-3;3c;OS3.1;"Investimenti produttivi generici nelle piccole e medie imprese (""PMI"")";Sovvenzione a fondo perduto;Piccole aree urbane (mediamente popolate > 5 000 abitanti);Turismo, servizi di alloggio e di ristorazione;Rilancio della propensione agli investimenti del sistema produttivo;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;GENOVA;Concluso;11013,42;11013,42;11013,42
IGJ;FESR-3-3.1.1-030671D;MACCHINE EDILI REPETTO S.R.L.;M-3;3c;OS3.1;"Investimenti produttivi generici nelle piccole e medie imprese (""PMI"")";Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Commercio all'ingrosso e al dettaglio;Rilancio della propensione agli investimenti del sistema produttivo;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;GENOVA;In Esecuzione;11878,8;11878,8;11878,8
IGJ;FESR-3-3.1.1-030672C;GIUSEPPE SANTORO S.R.L.;M-3;3c;OS3.1;"Investimenti produttivi generici nelle piccole e medie imprese (""PMI"")";Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e decontaminazione;Rilancio della propensione agli investimenti del sistema produttivo;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;GENOVA;Concluso;98761,29;98761,29;98761,29
IGJ;FESR-3-3.1.1-030674D;EMILIO GRASSINI E FIGLIO S.R.L.;M-3;3c;OS3.1;"Investimenti produttivi generici nelle piccole e medie imprese (""PMI"")";Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Altre industrie manifatturiere non specificate;Rilancio della propensione agli investimenti del sistema produttivo;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;GENOVA;Concluso;101817,1;101817,1;101817,1
IGJ;FESR-3-3.1.1-030675D;GRASSO ESCAVAZIONI DI DANILO GRASSO & C. - S.A.S.;M-3;3c;OS3.1;"Investimenti produttivi generici nelle piccole e medie imprese (""PMI"")";Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Edilizia;Rilancio della propensione agli investimenti del sistema produttivo;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;GENOVA;Concluso;10205;10205;10205
IGJ;FESR-3-3.1.1-030676D;AUTOCARROZZERIA 2000 DI ZAPPIA FRANCESCO & C. S.A.S.;M-3;3c;OS3.1;"Investimenti produttivi generici nelle piccole e medie imprese (""PMI"")";Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Altri servizi non specificati;Rilancio della propensione agli investimenti del sistema produttivo;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;GENOVA;Concluso;9270,78;9270,78;9270,78
IGJ;FESR-3-3.1.1-030677D;C.M.I.T.  DI CRISTIANO MAZZONI E C. - S.N.C.;M-3;3c;OS3.1;"Investimenti produttivi generici nelle piccole e medie imprese (""PMI"")";Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Commercio all'ingrosso e al dettaglio;Rilancio della propensione agli investimenti del sistema produttivo;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;LA SPEZIA;In Esecuzione;13600,03;13600,03;0
IGJ;FESR-3-3.1.1-030679D;GREEN RECYCLING S.R.L.;M-3;3c;OS3.1;"Investimenti produttivi generici nelle piccole e medie imprese (""PMI"")";Sovvenzione a fondo perduto;Aree rurali (scarsamente popolate);Altri servizi non specificati;Rilancio della propensione agli investimenti del sistema produttivo;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;SAVONA;In Esecuzione;17100;17100;0
IGJ;FESR-3-3.1.1-030680C;CAVE MARCHISIO S.P.A.;M-3;3c;OS3.1;"Investimenti produttivi generici nelle piccole e medie imprese (""PMI"")";Sovvenzione a fondo perduto;Aree rurali (scarsamente popolate);Industria estrattiva (compresa l'estrazione di materiali per la produzione di energia);Rilancio della propensione agli investimenti del sistema produttivo;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;GENOVA;In Esecuzione;26777,5;26777,5;0
IGJ;FESR-3-3.1.1-030682D;GUARNERI SOLUTIONS S.R.L.;M-3;3c;OS3.1;"Investimenti produttivi generici nelle piccole e medie imprese (""PMI"")";Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Fabbricazione di computer e prodotti di elettronica e ottica;Rilancio della propensione agli investimenti del sistema produttivo;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;GENOVA;In Esecuzione;32518,98;32518,98;0
IGJ;FESR-3-3.1.1-030683D;OASI DEL NERVIA SRL;M-3;3c;OS3.1;"Investimenti produttivi generici nelle piccole e medie imprese (""PMI"")";Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Turismo, servizi di alloggio e di ristorazione;Rilancio della propensione agli investimenti del sistema produttivo;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;IMPERIA;Concluso;18075,84;18075,84;18075,84
IGJ;FESR-3-3.1.1-030684D;FARMACIA BARGAGLI DOTT. BOERO GIANCARLO;M-3;3c;OS3.1;"Investimenti produttivi generici nelle piccole e medie imprese (""PMI"")";Sovvenzione a fondo perduto;Aree rurali (scarsamente popolate);Commercio all'ingrosso e al dettaglio;Rilancio della propensione agli investimenti del sistema produttivo;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;GENOVA;Concluso;14177,27;14177,27;14177,27
IGJ;FESR-3-3.1.1-030686D;GUASTINI GIUSEPPE S.R.L.;M-3;3c;OS3.1;"Investimenti produttivi generici nelle piccole e medie imprese (""PMI"")";Sovvenzione a fondo perduto;Piccole aree urbane (mediamente popolate > 5 000 abitanti);Altre industrie manifatturiere non specificate;Rilancio della propensione agli investimenti del sistema produttivo;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;LA SPEZIA;Concluso;46919,49;46919,49;46919,49
IGJ;FESR-3-3.1.1-030687D;ECOSANS S.R.L.;M-3;3c;OS3.1;"Investimenti produttivi generici nelle piccole e medie imprese (""PMI"")";Sovvenzione a fondo perduto;Piccole aree urbane (mediamente popolate > 5 000 abitanti);Industria estrattiva (compresa l'estrazione di materiali per la produzione di energia);Rilancio della propensione agli investimenti del sistema produttivo;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;IMPERIA;Concluso;8667;8667;8667
IGJ;FESR-3-3.1.1-030688D;G. PIANA S.R.L.;M-3;3c;OS3.1;"Investimenti produttivi generici nelle piccole e medie imprese (""PMI"")";Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Agricoltura e foreste;Rilancio della propensione agli investimenti del sistema produttivo;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;GENOVA;Concluso;8551,47;8551,47;8551,47
IGJ;FESR-3-3.1.1-030689D;HEAD & NECK 2 S.R.L.;M-3;3c;OS3.1;"Investimenti produttivi generici nelle piccole e medie imprese (""PMI"")";Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Attività dei servizi sanitari;Rilancio della propensione agli investimenti del sistema produttivo;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;GENOVA;Concluso;29302,2;29302,2;29302,2
IGJ;FESR-3-3.1.1-030690C;F.LLI TIRANINI S.N.C.;M-3;3c;OS3.1;"Investimenti produttivi generici nelle piccole e medie imprese (""PMI"")";Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Turismo, servizi di alloggio e di ristorazione;Rilancio della propensione agli investimenti del sistema produttivo;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;SAVONA;In Esecuzione;144438,71;144438,71;144438,71
IGJ;FESR-3-3.1.1-030691D;KVP VETRORESINA DI PARDI CARLO & C. - S.N.C.;M-3;3c;OS3.1;"Investimenti produttivi generici nelle piccole e medie imprese (""PMI"")";Sovvenzione a fondo perduto;Piccole aree urbane (mediamente popolate > 5 000 abitanti);Altre industrie manifatturiere non specificate;Rilancio della propensione agli investimenti del sistema produttivo;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;GENOVA;In Esecuzione;40475,94;40475,94;40475,94
IGJ;FESR-3-3.1.1-030692D;MARINI AUTOTRASPORTI GRU SOCIETA' IN ACCOMANDITA SEMPLICE DI ILARIA E ROBERTO MAFFOLINI;M-3;3c;OS3.1;"Investimenti produttivi generici nelle piccole e medie imprese (""PMI"")";Sovvenzione a fondo perduto;Piccole aree urbane (mediamente popolate > 5 000 abitanti);Trasporti e stoccaggio;Rilancio della propensione agli investimenti del sistema produttivo;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;GENOVA;Concluso;71340;71340;71340
IGJ;FESR-3-3.1.1-030693D;REBORA COSTRUZIONI S.N.C. DI REBORA ANDREA & C.;M-3;3c;OS3.1;"Investimenti produttivi generici nelle piccole e medie imprese (""PMI"")";Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Altre industrie manifatturiere non specificate;Rilancio della propensione agli investimenti del sistema produttivo;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;GENOVA;In Esecuzione;36706,8;36706,8;0
IGJ;FESR-3-3.1.1-030694D;MIRABELLI S.R.L.;M-3;3c;OS3.1;"Investimenti produttivi generici nelle piccole e medie imprese (""PMI"")";Sovvenzione a fondo perduto;Aree rurali (scarsamente popolate);Altre industrie manifatturiere non specificate;Rilancio della propensione agli investimenti del sistema produttivo;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;GENOVA;Concluso;24662,8;24662,8;24662,8
